id,description,categorie_id,description_sommaire,prix_liste,prix_unitaire,quantite_min,date_mise_a_jour,fournisseur_id,code_fournisseur
224,CONSOMMABLE    PEINTURE CANETTE 0.100LT CONVERTER 6020 BESA-VAL CT:259 RAL 3002 ROUGE CARMIN - N,13,PEINTURE CANETTE 0.100LT CONVERTER 6020 BESA-VAL CT:259 RAL 3002 ROUGE CARMIN - N,85.26,,,2018-01-31,,LIC30AG
225,CONSOMMABLE    PEINTURE GALLON 3002 ROUGE,13,PEINTURE GALLON 3002 ROUGE,137.47,,,2019-08-08,,LIC30CG
226,CONSOMMABLE    RMP Nettoyant pour les mains à l'orange,13,RMP Nettoyant pour les mains à l'orange,15.95,,,2020-12-09,,JG223
227,CONSOMMABLE    SAVON A MAIN ORANGE 1 GALLON,13,SAVON A MAIN ORANGE 1 GALLON,15,,,2020-07-07,,580J2
228,"CONSOMMABLE    TIGE CH, DE CLEF 1/4",13,"TIGE CH, DE CLEF 1/4",12.96,,,2018-06-05,,"CH,CLEF,1/4"
229,"CONSOMMABLE    TIGE CH, DE CLEF 1/8",13,"TIGE CH, DE CLEF 1/8",12.96,,,2018-06-05,,"CH,CLEF,1/8"
230,"CONSOMMABLE    TIGE CH, DE CLEF 3/16",13,"TIGE CH, DE CLEF 3/16",9.07,,,2018-06-05,,"CH,CLEF,3/16"
231,"CONSOMMABLE    TIGE CH, DE CLEF 3/8",13,"TIGE CH, DE CLEF 3/8",18.14,,,2018-06-05,,"CH,CLEF,3/8"
232,"CONSOMMABLE    TIGE CH, DE CLEF 5/16",13,"TIGE CH, DE CLEF 5/16",12.96,,,2018-06-05,,"CH,CLEF,5/16"
233,CONSOMMABLE    UWAPN300    External Aluminum Pipe Handles (MISUMI),13,UWAPN300,40.98,,,2021-09-27,,UWAPN300
234,CONSOMMABLE    UWAPN500    External Aluminum Pipe Handles (MISUMI),13,UWAPN500,44.56,,,2021-09-27,,UWAPN500
235,CONTROLE     Honeywell Sensing and Productivity Solutions / 914CE2-6,14,Honeywell Sensing and Productivity Solutions / 914CE2-6,116.92,,,2021-02-16,,480-2745-nd
236,"CONTRÔLE    18-8 Stainless Steel Hex Drive Flat Head Screw, 82 Degree Countersink Angle, 1/4""-20 Thread Size, 1-3/4"" Long, Packs of 25",15,"18-8 Stainless Steel Hex Drive Flat Head Screw, 82 Degree Countersink Angle, 1/4""-20 Thread Size, 1-3/4"" Long, Packs of 25",7.57,,,2021-02-26,,92210A548
237,"CONTRÔLE    18-8 Stainless Steel Hex Drive Flat Head Screw, M12 x 1.75 mm Thread, 70 mm Long, Packs of 1",15,"18-8 Stainless Steel Hex Drive Flat Head Screw, M12 x 1.75 mm Thread, 70 mm Long, Packs of 1",4.48,,,2021-02-26,,92125A435
238,"CONTRÔLE    18-8 Stainless Steel Socket Head Screw, M8 x 1.25 mm Thread, 25 mm Long, Packs of 25",15,"18-8 Stainless Steel Socket Head Screw, M8 x 1.25 mm Thread, 25 mm Long, Packs of 25",9.54,,,2021-02-26,,91292A148
239,"CONTRÔLE    18-8 Stainless Steel Socket Head Screw, M8 x 1.25 mm Thread, 30 mm Long, Packs of 25",15,"18-8 Stainless Steel Socket Head Screw, M8 x 1.25 mm Thread, 30 mm Long, Packs of 25",10.13,,,2021-02-26,,91292A149
240,"CONTRÔLE    18-8 Stainless Steel Unthreaded Spacer, 19 mm OD, 51 mm Long, for M12 Screw Size",15,"18-8 Stainless Steel Unthreaded Spacer, 19 mm OD, 51 mm Long, for M12 Screw Size",13.98,,,2021-02-26,,92871A381
241,CONTROLE    1S High Flex brake cable 3m,14,1S High Flex brake cable 3m,78.75,,,2021-02-25,,OMRR88ACA1A003BFRA
242,"CONTROLE    2-channel analog output terminal 4...20 mA, 12 bit",14,"2-channel analog output terminal 4...20 mA, 12 bit",191.25,,,2021-01-15,,EL4022
243,"CONTRÔLE    3-Slot Straight Socket Grounded, NEMA 5-15",15,"3-Slot Straight Socket Grounded, NEMA 5-15",13.4,,,2021-02-22,,7196K41
244,"CONTROLE    40 GB CFast card, 3D flash, extended temperature range",14,"40 GB CFast card, 3D flash, extended temperature range",276.32,,,2020-06-16,,CX2900-0038
245,CONTROLE    5m CRKC High Flex Encoder Cable-eu,14,5m CRKC High Flex Encoder Cable-eu,168.75,,,2021-02-15,,R88ACRKC005NRE
246,CONTROLE    5M Power Cable CAGD,14,5M Power Cable CAGD,274.5,,,2021-02-15,,R88A-CAGD005S
247,"CONTROLE    8 channel digital output terminal 24 V DC, 0.5 A, 1-wire system",14,"8 channel digital output terminal 24 V DC, 0.5 A, 1-wire system",64.18,,,2021-01-15,,EL2008
248,"CONTROLE    8-channel digital input terminal 24 V DC, fi lter 3.0 ms, 1-wire system",14,"8-channel digital input terminal 24 V DC, fi lter 3.0 ms, 1-wire system",58.31,,,2021-01-15,,EL1008
249,CONTROLE    AC 50-220V 2000W SCR Electric Voltage Regulator Module Board,14,AC 50-220V 2000W SCR Electric Voltage Regulator Module Board,11.29,,,2018-05-04,,Walfront5pymh39k1c
250,CONTROLE    ADAPTATEUR PG21 A 3/4,14,ADAPTATEUR PG21 A 3/4,11.69,,,2018-08-23,,PG2175
251,"CONTRÔLE    Alloy Steel Acme Lead Screw, Right Hand, 1/2""-10 Thread Size, 2 Feet Long",15,"Alloy Steel Acme Lead Screw, Right Hand, 1/2""-10 Thread Size, 2 Feet Long",22.93,,,2021-02-26,,93410A112
252,"CONTRÔLE    Aluminum Knurled Grip Knob with Machinable
Solid Hub and Handle, 3"" Head Diameter",15,"Aluminum Knurled Grip Knob with Machinable
Solid Hub and Handle, 3"" Head Diameter",29.4,,,2021-02-26,,6077K21
253,CONTROLE    Armoire murale en acier doux de type 4    20    16    8,14,Armoire murale en acier doux de type 4,288.17,,,2019-09-10,,EN4SD16208GY
254,CONTROLE    AX8000 double-axis module 2x6 A,14,AX8000 double-axis module 2x6 A,1549.55,,,2020-06-16,,AX8206-0100-0000
255,CONTROLE    AX8000 power supply module 20 A,14,AX8000 power supply module 20 A,824.5,,,2020-06-16,,AX8620-0000-0000
256,"CONTRÔLE    Black-Oxide Alloy Steel Hex Drive Flat Head Screw, 90 Degree Countersink, M12 x 1.75 mm Thread, 90 mm Long, Packs of 5",15,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, 90 Degree Countersink, M12 x 1.75 mm Thread, 90 mm Long, Packs of 5",14.27,,,2021-02-26,,91294A370
257,CONTROLE    Blank Licence-Key-Terminal (Dongle) for TwinCAT 3.1,14,Blank Licence-Key-Terminal (Dongle) for TwinCAT 3.1,113.05,,,2020-06-16,,EL6070
258,CONTROLE    BLOC CONTACT 1 N.F,14,BLOC CONTACT 1 N.F,4.03,,,2019-09-10,,RB2BE102
259,CONTROLE    BLOC CONTACT 1 NO C/A BRIDE,14,BLOC CONTACT 1 NO C/A BRIDE,5.41,,,2019-09-10,,RB2BZ101
260,CONTROLE    BORNE CERAMIQUE 2 POLES,14,BORNE CERAMIQUE 2 POLES,4.62,,,2015-12-07,,4010b
261,CONTROLE    BOUTON ARRET D'URGENCE TWIST UNLATCH,14,BOUTON ARRET D'URGENCE TWIST UNLATCH,8.06,,,2019-09-10,,RB2BS54
262,CONTROLE    BOUTON POUSSOIR VERT,14,BOUTON POUSSOIR VERT,3.51,,,2019-09-10,,RB2BA3
263,CONTROLE    BRACKET SET,14,BRACKET SET,7.06,,,2021-02-16,,14015-34PZ
264,CONTROLE    BUSSMAN FUSE VERRE 250V 3AMP,14,BUSSMAN FUSE VERRE 250V 3AMP,0.11,,,,,BKAGC3
265,CONTROLE    CABLE 3COND 18AWG GRY SHLD 100'    E2033S.41.10,14,CABLE 3COND 18AWG GRY SHLD 100',71.7,,,2020-12-22,,‎CE2033SG-100-ND‎
266,CONTROLE    CABLE CARRIER,14,CABLE CARRIER,68.55,,,2019-09-27,,MHPKS206-50-32-B
267,CONTROLE    CABLE GLAND 5-12MM 1/2NPT POLY    S2112‎,14,CABLE GLAND 5-12MM 1/2NPT POLY,3.21,,,2020-12-22,,‎2181-S2112-ND
268,CONTROLE    CABLE PVC STR FT4 22/2 PAIRES 600V,14,CABLE PVC STR FT4 22/2 PAIRES 600V,1.35,,,2019-08-21,,E2202PA0LL
269,CONTROLE    CABLE PVC STR SHIELD FT4 18/2 PAIRES 600V,14,CABLE PVC STR SHIELD FT4 18/2 PAIRES 600V,1.97,,,2019-08-21,,E1802PA1LL
270,"CONTRÔLE    Cable Ties with Material Certification, Standard, 7-1/2"" Long, Black, Packs of 100",15,"Cable Ties with Material Certification, Standard, 7-1/2"" Long, Black, Packs of 100",7,,,2021-03-22,,2113N21
271,CONTROLE    CABLE TYPE SOOW AWG18 6 COND. 600V. .525 DIA,14,CABLE TYPE SOOW AWG18 6 COND. 600V. .525 DIA,2.64,,,2019-08-21,,SOOW186
272,CONTRÔLE    Carlo Gavazzi CONB14 Cg Sensor,15,Carlo Gavazzi CONB14 Cg Sensor,10,,,2021-08-16,,CG.CONB14NF-A5
273,"CONTRÔLE    Cast Iron Precision Acme Round Nut, Right Hand, 1/2""-10 Thread Size",15,"Cast Iron Precision Acme Round Nut, Right Hand, 1/2""-10 Thread Size",27.98,,,2021-02-26,,95365A115
274,CONTROLE    CHAINE CABLE TRAY 32 MAILLE 50MM RAYON,14,CHAINE CABLE TRAY 32 MAILLE 50MM RAYON,55.07,,,2018-05-04,,MHPKS204-50-32-A
275,"CONTRÔLE    Clamping Acme Lead Screw Collar, Right Hand, 1/2""-10 Thread Size, 1-1/8"" OD",15,"Clamping Acme Lead Screw Collar, Right Hand, 1/2""-10 Thread Size, 1-1/8"" OD",20.6,,,2021-02-26,,2228N11
276,CONTROLE    CONDUCTOR FEMALE PLUGLIGHT GRAY / WACO 2091-1102,14,CONDUCTOR FEMALE PLUGLIGHT GRAY / WACO 2091-1102,2.85,,,2021-03-04,,54W3688
277,CONTROLE    CONNECT.POUR 22MM 24V AC/DC LED,14,CONNECT.POUR 22MM 24V AC/DC LED,12.95,,,2016-02-02,,305.11.01L
278,CONTRÔLE    CONNECTEUR 2091-1104/002-000    Wago,15,CONNECTEUR 2091-1104/002-000,4.8639,,,2021-03-10,,2091-1104/002-000
279,CONTROLE    CONNECTEUR PLASTIQUE 3/4 NPT .35-.63 DIA.,14,CONNECTEUR PLASTIQUE 3/4 NPT .35-.63 DIA.,1.9,,,2018-08-23,,RD21NR
280,"CONTRÔLE    Copper Mil. Spec. Washer, MS15795, for 1/2"" Screw Size, 0.531"" ID, 1.062"" OD, Packs of 5",15,"Copper Mil. Spec. Washer, MS15795, for 1/2"" Screw Size, 0.531"" ID, 1.062"" OD, Packs of 5",11.1,,,2021-02-26,,97565A135
281,CONTROLE    CPV14-M1H-2X3-GLS-1/8 - SELENOID VALVE,14,CPV14-M1H-2X3-GLS-1/8 - SELENOID VALVE,184.35,,,2016-01-21,,161362FES
282,CONTROLE    CU4973005013 1/2-13-2B/3B SP-MULTI HSSE,14,CU4973005013 1/2-13-2B/3B SP-MULTI HSSE,29.9,,,2015-12-29,,CU4973005013
283,CONTROLE    CU4973005015 5/8-11-2B/3B SP-MULTI HSSE,14,CU4973005015 5/8-11-2B/3B SP-MULTI HSSE,51,,,2015-12-29,,CU4973005015
284,CONTROLE    CU4973005047 1/2-20-2B/3B SP-MULTI HSSE,14,CU4973005047 1/2-20-2B/3B SP-MULTI HSSE,30.5,,,2015-12-29,,CU4973005047
285,CONTROLE    CU4973005049 5/8-18-2B/3B SP-MULTI HSSE,14,CU4973005049 5/8-18-2B/3B SP-MULTI HSSE,54.8,,,2015-12-29,,CU4973005049
286,"CONTROLE    DELTA VFD-MS300, 15HP, 11kw, (HD 49A), 230V, 3PH,
IP20, 1500Hz, Fra",14,"DELTA VFD-MS300, 15HP, 11kw, (HD 49A), 230V, 3PH,
IP20, 1500Hz, Fra",1346.84,,,2020-08-07,,MSVFD49AMS23ANSHA
287,CONTROLE    DIN rail Industrial PC,14,DIN rail Industrial PC,1665.85,,,2020-06-16,,CX5140-0175
288,CONTROLE    DISJONCTEUR 1 POLE 277vac 60 vdc 10A DIN RAIL,14,DISJONCTEUR 1 POLE 277vac 60 vdc 10A DIN RAIL,35.14,,,2019-10-01,,S201C10
289,CONTROLE    E2B-S08KN04-MC-B1‎ SENSOR PROX INDUCTIVE 4MM CYLIND,14,E2B-S08KN04-MC-B1‎ SENSOR PROX INDUCTIVE 4MM CYLIND,12.85,,,2021-02-16,,E2BS08KN04MCB1
290,CONTROLE    E2B-S08KN04-MC-B2 SENSOR PROX INDUCTIVE 4MM CYLIND,14,E2B-S08KN04-MC-B2 SENSOR PROX INDUCTIVE 4MM CYLIND,18.553,,,2021-02-16,,E2BS08KN04MCB2
291,CONTROLE    Energy chain® Series 240    20 pieds,14,Energy chain® Series 240,267.73,,,2021-01-29,,240-03-075-0
292,CONTRÔLE    ENSEMBLE DE TERMINAUX PENN-CRIMPS,15,ENSEMBLE DE TERMINAUX PENN-CRIMPS,87.37,,,2021-03-11,,MK42
293,CONTROLE    EtherCAT extension,14,EtherCAT extension,88.4,,,2020-06-16,,EK1110
294,CONTROLE    EV. 3/2 1/8'' SOL-RESSORT 24 VDC,14,EV. 3/2 1/8'' SOL-RESSORT 24 VDC,74.17,,,2016-02-02,,488.32.0.1.M11
295,CONTROLE    external braking resistor for servo drive AX8000,14,external braking resistor for servo drive AX8000,404.6,,,2020-06-16,,AX2090-BW80-1600
296,CONTROLE    FERRULE 18 AWG 8mm PQT DE 500,14,FERRULE 18 AWG 8mm PQT DE 500,21.21,,,2019-08-21,,FER188D
297,CONTROLE    FICHE MALE 15A.125V. 5-15P,14,FICHE MALE 15A.125V. 5-15P,3.38,,,2020-10-15,,4867
298,CONTRÔLE    FLUSH CUTTER     Xcelite / Apex,15,FLUSH CUTTER,27.0094,,,2021-03-10,,1178MN
299,CONTROLE    FUSIBLE TIME-DELAY 600V 15A,14,FUSIBLE TIME-DELAY 600V 15A,2.48,,,2020-10-15,,CDS15
300,CONTROLE    Gas Monitoring System HONEYWELL,14,Gas Monitoring System HONEYWELL,1780,,,2016-01-25,,MIDAS - K - 02X
301,"CONTRÔLE    Green Die Spring for 20 mm Hole Diameter, 25 mm Long",15,"Green Die Spring for 20 mm Hole Diameter, 25 mm Long",3.98,,,2021-02-26,,1804N126
302,"CONTRÔLE    Heat-Shrink Tubing, 1 Foot Long, 0.13"" ID Before Shrinking, Black, Packs of 10",15,"Heat-Shrink Tubing, 1 Foot Long, 0.13"" ID Before Shrinking, Black, Packs of 10",7.97,,,2021-03-22,,7856K63
303,"CONTRÔLE    Heat-Shrink Tubing, 1 Foot Long, 0.25"" ID Before Shrinking, Black, Packs of 10",15,"Heat-Shrink Tubing, 1 Foot Long, 0.25"" ID Before Shrinking, Black, Packs of 10",12.46,,,2021-03-22,,7496K43
304,"CONTRÔLE    Heat-Shrink Tubing, 1 Foot Long, 0.38"" ID Before Shrinking, Black, Packs of 10",15,"Heat-Shrink Tubing, 1 Foot Long, 0.38"" ID Before Shrinking, Black, Packs of 10",13.87,,,2021-03-22,,7496K44
305,"CONTRÔLE    Heat-Shrink Tubing, 1 Foot Long, 0.5"" ID Before Shrinking, Black, Packs of 10",15,"Heat-Shrink Tubing, 1 Foot Long, 0.5"" ID Before Shrinking, Black, Packs of 10",15.48,,,2021-03-22,,7496K45
306,"CONTRÔLE    High-Load Oil-Embedded SAE 863 Bronze Sleeve Bearing for 1/2"" Shaft Diameter and 5/8"" Housing ID, 3/4"" Long",15,"High-Load Oil-Embedded SAE 863 Bronze Sleeve Bearing for 1/2"" Shaft Diameter and 5/8"" Housing ID, 3/4"" Long",0.96,,,2021-02-26,,2868T11
307,CONTROLE    HITECO AGGREGATE ONE ER32 H145 HSK3.F HIT1,14,HITECO AGGREGATE ONE ER32 H145 HSK3.F HIT1,5370.44,,,2020-08-07,,FL.ONE.00/145C63F-S3
308,"CONTROLE    HITECO ANTI-ROTATION SLEEVE SHORT NOSE PT300
NO PNEUMATIC CONNECTION",14,"HITECO ANTI-ROTATION SLEEVE SHORT NOSE PT300
NO PNEUMATIC CONNECTION",331.31,,,2020-08-07,,"ANTI-ROTATION
SHORT"
309,CONTROLE    HITECO QE-1F 8/12 24 63F NC CB BT 8KW- HSKF63-NC220/380V 12/24000 RPM-FAN,14,HITECO QE-1F 8/12 24 63F NC CB BT 8KW- HSKF63-NC220/380V 12/24000 RPM-FAN,8550,,,2020-08-07,,29L0213902D-SN
310,CONTROLE    HITECO TOOL FORK HSK63F ( FNG.63F00 ) CMS/HITECO,14,HITECO TOOL FORK HSK63F ( FNG.63F00 ) CMS/HITECO,70,,,2020-08-07,,29L0149776H
311,"CONTROLE    HITECO TOOL HOLDER HSK 63F ER32, M40X1,5,RH",14,"HITECO TOOL HOLDER HSK 63F ER32, M40X1,5,RH",190,,,2020-08-07,,HLD.63F.00
312,CONTROLE    HOFFMAN C8C12 CONSOLE DE CONTRÔLE,14,HOFFMAN C8C12 CONSOLE DE CONTRÔLE,300,,,,,BUDGETAIRE
313,"CONTRÔLE    Icotek - GMT 20 M20x1,5 BK",15,"Icotek - GMT 20 M20x1,5 BK",3.15,,,2021-06-25,,31110
314,CONTRÔLE    Icotek - KT 6 grey,15,Icotek - KT 6 grey,1.92,,,2021-06-25,,41206
315,CONTRÔLE    Icotek - KVT 20 grey,15,Icotek - KVT 20 grey,13.2,,,2021-06-25,,45034
316,CONTROLE    INSERT FEMELLE HE-16BS 16 POLES,14,INSERT FEMELLE HE-16BS 16 POLES,12.45,,,2018-08-23,,120770
317,CONTROLE    INSERT MALE HDC HE 16 MS 16 POLES,14,INSERT MALE HDC HE 16 MS 16 POLES,11.95,,,2018-08-23,,120750
318,CONTROLE    License for usage of TC3 HMI Server,14,License for usage of TC3 HMI Server,621.28,,,2020-06-16,,TF2000-0250
319,CONTROLE    License for usage of TC3 NC I,14,License for usage of TC3 NC I,689.92,,,2020-06-16,,TF5100-0250
320,CONTROLE    License for usage of TC3 PLC/NC PTP 10 axes,14,License for usage of TC3 PLC/NC PTP 10 axes,776.16,,,2020-06-16,,TC1250-0250
321,CONTROLE    License for usage of TC3 Serial Communication License activation by customer License for one CPU. The Beckhoff software license agreements are valid.,14,License for usage of TC3 Serial Communication License activation by customer License for one CPU. The Beckhoff software license agreements are valid.,68.99,,,2021-01-15,,TF6340-0250
322,CONTRÔLE    LVIT Linear Position Sensors with Rod Ends,15,LVIT Linear Position Sensors with Rod Ends,555,,,2021-08-18,,LDI-119-150-A010A
323,"CONTROLE    motor cable AM8000 at AX8000 with yTec/iTec connector, length 11m",14,"motor cable AM8000 at AX8000 with yTec/iTec connector, length 11m",281.35,,,2020-06-16,,ZK4800-8022-0110
324,"CONTROLE    motor cable AM8000 at AX8000 with yTec/iTec connector, length 6m",14,"motor cable AM8000 at AX8000 with yTec/iTec connector, length 6m",221,,,2020-06-16,,ZK4800-8022-0060
325,"CONTROLE    motor cable AM8000 at AX8000 with yTec/iTec connector, length 9m",14,"motor cable AM8000 at AX8000 with yTec/iTec connector, length 9m",257.55,,,2020-06-16,,ZK4800-8022-0090
326,CONTROLE    Motor connector plug 8-pin with shielding plate,14,Motor connector plug 8-pin with shielding plate,46.66,,,2020-06-16,,ZS4800-2013
327,CONTROLE    Motor-Gearbox-Combination Right Angle C3,14,Motor-Gearbox-Combination Right Angle C3,0,,,2020-06-16,,144350
328,"CONTROLE    Mounting bracket, full set, Plastic, pivoting, without tiewrap plates    mal et femelle",14,"Mounting bracket, full set, Plastic, pivoting, without tiewrap plates",8.32,,,2021-01-29,,2030-34PZ
329,CONTRÔLE    PANEL METER,15,PANEL METER,152,,,2021-08-16,,DP20
330,CONTROLE    PASSE FILS 40X40 1.57X1.57(PO) PRIX AU M»TRE / BARRE DE 2 METRES,14,PASSE FILS 40X40 1.57X1.57(PO) PRIX AU M»TRE / BARRE DE 2 METRES,7.5,,,2019-08-21,,05145
331,CONTRÔLE    PHOTO ELECTRIC SENSOR LASER SHNEIDER,15,PHOTO ELECTRIC SENSOR LASER SHNEIDER,351.59,,,2021-08-16,,SC.XUBLAPCNM12
332,CONTRÔLE    PINCE A SERTIR POUR TERMINAUX ISOLE NYLON,15,PINCE A SERTIR POUR TERMINAUX ISOLE NYLON,70.09,,,2021-03-11,,RATNYL
333,CONTROLE    Planetary gearbox 2 stage ratio = 20,14,Planetary gearbox 2 stage ratio = 20,869.55,,,2020-06-16,,AG3210-+NP025S-MF2-20-1C1-AM803x
334,CONTROLE    PLAQUE DE MTG. 16X20 ECLIPSE    14.20    18.20,14,PLAQUE DE MTG. 16X20 ECLIPSE,40.23,,,2019-09-10,,EP1620
335,CONTROLE    PLUG HOOD HB-16-TOVU / 4 ATTACHES (SLEEVE),14,PLUG HOOD HB-16-TOVU / 4 ATTACHES (SLEEVE),12.7,,,2018-08-23,,165659
336,CONTROLE    PLUG HOOD HDC 16B TOBO 1PG21 / 2 LEVIERS,14,PLUG HOOD HDC 16B TOBO 1PG21 / 2 LEVIERS,15.94,,,2018-08-23,,165749
337,"CONTROLE    PNEUMATIC VALVE SOLENOID IN LINE VHS HAND VALVE, 3­PORT LOCKOUT 1/2 NPT",14,"PNEUMATIC VALVE SOLENOID IN LINE VHS HAND VALVE, 3­PORT LOCKOUT 1/2 NPT",44.81,,,2016-06-10,,VHS40­N04­RZ SMP
338,"CONTROLE    Pre-assembled Industrial EtherCAT / Ethernet patch cable 2 x RJ45 connector, Cat5 SF/UTP, 4x2xAWG26, PUR, length 1m",14,"Pre-assembled Industrial EtherCAT / Ethernet patch cable 2 x RJ45 connector, Cat5 SF/UTP, 4x2xAWG26, PUR, length 1m",11.31,,,2021-01-15,,ZK1090-9191-0010
339,CONTROLE    PRESSE ...TOUPE+...CROU+ORING æ NPT .51-..71DIA.,14,PRESSE ...TOUPE+...CROU+ORING æ NPT .51-..71DIA.,1.76,,,2019-09-16,,RDC21NA
340,CONTROLE    PRESSE ETOUPE FLEXIBLE 3/4 NPT NOIR 0.51 x 0.74,14,PRESSE ETOUPE FLEXIBLE 3/4 NPT NOIR 0.51 x 0.74,7.62,,,2019-09-16,,CF21NABK
341,"CONTROLE    Push-Button Washdown Enclosure Submersible, for 22 mm Push-Button, 5 Holes",14,"Push-Button Washdown Enclosure Submersible, for 22 mm Push-Button, 5 Holes",51.82,,,2020-08-25,,7758K28
342,CONTROLE    QS18UPAQ8‎ ULTRA SEN 50-500MM PNP,14,QS18UPAQ8‎ ULTRA SEN 50-500MM PNP,160.15,,,2020-08-24,,2170-QS18UPAQ8-ND
343,CONTROLE    ROULEAU FILS TEW18 BLEU ( 30M ),14,ROULEAU FILS TEW18 BLEU ( 30M ),13.01,,,2019-08-21,,768601
344,CONTROLE    ROULEAU FILS TEW18 NOIR ( 30M ),14,ROULEAU FILS TEW18 NOIR ( 30M ),13.01,,,2019-08-21,,768600
345,CONTROLE    ROULEAU FILS TEW18 ROUGE ( 30M ),14,ROULEAU FILS TEW18 ROUGE ( 30M ),13.01,,,2019-08-21,,768605
346,CONTROLE    ROULEAU FILS TEW18 VERT ( 30M ),14,ROULEAU FILS TEW18 VERT ( 30M ),13.01,,,2019-08-21,,768603
347,CONTROLE    SECTIONNEUR 30A. 600V.3PH MTG EN FACADE AVEC POGNÉE,14,SECTIONNEUR 30A. 600V.3PH MTG EN FACADE AVEC POGNÉE,153.49,,,2019-10-01,,OT30FT3P
348,CONTRÔLE    SENSOR PROX INDUCTIVE 2MM CYLIND E2B-S08KS02-MC-B1 PNP/NO,15,SENSOR PROX INDUCTIVE 2MM CYLIND E2B-S08KS02-MC-B1 PNP/NO,40.259,,,2021-03-15,,Z4082-ND
349,CONTRÔLE    SENSOR PROX INDUCTIVE 2MM CYLIND E2B-S08KS02-MC-B2 PNP/NC,15,SENSOR PROX INDUCTIVE 2MM CYLIND E2B-S08KS02-MC-B2 PNP/NC,44.498,,,2021-03-15,,Z4084-ND
350,"CONTROLE    SERVOMOTEUR 400W,240V,3000RPM,BK 1S Mtr",14,"SERVOMOTEUR 400W,240V,3000RPM,BK 1S Mtr",885,,,2021-02-25,,OMRR88M1M40030TBS2
351,"CONTROLE    Servomotor, 400..480V,Mo=2.37Nm, Io=5.10A, Nn=9000 rpm (Nn=6000 rpm at 230V)One Cable Technology, feedback multi-turn smooth shaft without holding brake",14,"Servomotor, 400..480V,Mo=2.37Nm, Io=5.10A, Nn=9000 rpm (Nn=6000 rpm at 230V)One Cable Technology, feedback multi-turn smooth shaft without holding brake",921.4,,,2021-01-15,,AM8032-0H20-0000
352,"CONTROLE    Servomotor, 400..480V,without holding brake",14,"Servomotor, 400..480V,without holding brake",921.4,,,2020-06-16,,AM8032-0H20-0000
353,"CONTROLE    Servomotor, 400..480V.with holding brake",14,"Servomotor, 400..480V.with holding brake",1079.5,,,2020-06-16,,AM8032-0H21-0000
354,"CONTRÔLE    Set Screw Collar Ball Bearing with Steel Ring, Sealed, Number 7608-2RS, for 1/2"" Shaft Diameter",15,"Set Screw Collar Ball Bearing with Steel Ring, Sealed, Number 7608-2RS, for 1/2"" Shaft Diameter",39.02,,,2021-02-26,,4768K11
355,CONTROLE    Sleeve d'uréthane 1/8'' orange,14,Sleeve d'uréthane 1/8'' orange,86.36,,,2020-06-05,,
356,CONTROLE    SPIRAL WRAP 0.63'' NOIR 25 PIEDS,14,SPIRAL WRAP 0.63'' NOIR 25 PIEDS,48.48,,,2019-09-16,,669804
357,CONTROLE    SPIRAL WRAP 0.787'' NOIR 25 PIEDS,14,SPIRAL WRAP 0.787'' NOIR 25 PIEDS,53.45,,,2019-09-16,,669806
358,"CONTROLE    Steel Oil-Resistant Enclosure Slant-Top, 9"" x 16-1/4"" x 11"" Overall Size",14,"Steel Oil-Resistant Enclosure Slant-Top, 9"" x 16-1/4"" x 11"" Overall Size",247.35,,,2021-03-08,,70015K14
359,CONTROLE    SWITCH SNAP ACTION SPDT 10A 300V    ‎GLLA01A2B,14,SWITCH SNAP ACTION SPDT 10A 300V,26.07,,,2020-12-22,,480-2705-ND‎
360,"CONTRÔLE    TERM FOUR, STUD 10 AWG 12-10",15,"TERM FOUR, STUD 10 AWG 12-10",21.09,,,2021-03-11,,BS4C10
361,CONTRÔLE    TERM. ROND STUD 6 AWG 12-10,15,TERM. ROND STUD 6 AWG 12-10,22.25,,,2021-03-11,,R4C6
362,CONTRÔLE    TERM.ROND STUD 6 AWG16-14,15,TERM.ROND STUD 6 AWG16-14,12.57,,,2021-03-11,,R4B6S
363,CONTRÔLE    TERM.ROND STUD 6 AWG22-18,15,TERM.ROND STUD 6 AWG22-18,12.57,,,2021-03-11,,R4A6
364,CONTRÔLE    TERMINAL FOURCH. 8-10 22-18AWG,15,TERMINAL FOURCH. 8-10 22-18AWG,14.71,,,2021-03-11,,BS4A10
365,CONTRÔLE    TERMINAL FOURCH.8-10 16-14AWG,15,TERMINAL FOURCH.8-10 16-14AWG,14.71,,,2021-03-11,,BS4B10
366,CONTRÔLE    TERMINAL ROND 8-10 16-14 AWG (PQT DE 100),15,TERMINAL ROND 8-10 16-14 AWG (PQT DE 100),12.57,,,2021-03-11,,R4B10
367,CONTRÔLE    TERMINAL ROND 8-10 22-18 AWG (PQT DE 100),15,TERMINAL ROND 8-10 22-18 AWG (PQT DE 100),12.57,,,2021-03-11,,R4A10
368,CONTRÔLE    UNION BLEU 16-14 AWG,15,UNION BLEU 16-14 AWG,13.96,,,2021-03-11,,B4B
369,CONTROLE    UNION BLEUE 16-14 AWG HEAT SHRINK (25),14,UNION BLEUE 16-14 AWG HEAT SHRINK (25),23.84,,,2021-03-08,,761672
370,CONTRÔLE    UNION JAUNE 12-10 AWG,15,UNION JAUNE 12-10 AWG,17.96,,,2021-03-11,,B4C
